"","ID","key"
"1",466,2557756563
"2",1163,3014586860
"3",1163,3014586862
"4",1163,3014586866
"5",1221,3395659268
"6",1221,3395659274
"7",1221,3395659227
"8",1221,3395659228
"9",1268,2992085001
"10",1268,2992085016
"11",1268,2992084997
"12",1268,2992085008
"13",1268,3027130076
"14",1268,3027130078
"15",1268,3027130072
"16",1268,3027131488
"17",1268,3027131487
"18",1268,3027131500
"19",1301,1717176180
"20",1301,1717176336
"21",2044,2992081821
"22",2044,2992081820
"23",2044,2992081876
"24",2044,2992081822
"25",2044,3743681596
"26",2044,2992078564
"27",2059,3027137485
"28",2059,3027133763
"29",2059,3027133764
"30",2059,3027137488
"31",2067,4075838738
"32",2067,3889118040
"33",2067,3902354280
"34",2067,3903295927
"35",2067,3947696431
"36",2067,3417180329
"37",2067,3417180327
"38",2067,3417180355
"39",2067,3417180347
"40",2067,3417180346
"41",2067,3417180351
"42",2067,3417180349
"43",2067,3417180362
"44",2067,3417180360
"45",2067,3417180321
"46",2067,3417180331
"47",2067,3417180330
"48",2067,3417180334
"49",2067,3417180333
"50",2067,3417180325
"51",2067,3417180323
"52",2067,3417180338
"53",2067,3417180302
"54",2067,3417180301
"55",2067,3417180312
"56",2067,3417180311
"57",2067,3417180316
"58",2067,3417180314
"59",2067,3417180306
"60",2067,3417180304
"61",2067,3417180310
"62",2067,3417180308
"63",2067,3417180365
"64",2067,3417180367
"65",2067,3417180366
"66",2067,3417180377
"67",2067,3417180376
"68",2067,3417180381
"69",2067,3417180379
"70",2067,3417180371
"71",2067,3417180369
"72",2067,3417180374
"73",2067,3417180342
"74",2067,3417180341
"75",2067,3417180344
"76",2067,3417180343
"77",2067,3417180354
"78",2067,3330774113
"79",2067,3417180318
"80",2067,3417180317
"81",2067,3417180320
"82",2067,3417180319
"83",2067,3417180375
"84",2067,3418349301
"85",2067,3418349303
"86",2067,3418349302
"87",2067,3417180380
"88",2067,3417180378
"89",2067,3417180370
"90",2067,3417180368
"91",2067,3417180373
"92",2067,3417180372
"93",2067,3417180383
"94",2067,3417180382
"95",2067,3417180384
"96",2067,3417180353
"97",2067,3417180352
"98",2067,3417180356
"99",2067,3743683869
"100",2067,3743683867
"101",2067,3743683853
"102",2067,1993745886
"103",2067,3417180345
"104",2067,3306054616
"105",2067,3417180350
"106",2067,3417180348
"107",2067,3417180361
"108",2067,3417180359
"109",2067,3417180364
"110",2067,3417180363
"111",2067,3417180358
"112",2067,3417180357
"113",2067,3417180332
"114",2067,3321165434
"115",2067,3859087618
"116",2067,3417180324
"117",2067,3417180322
"118",2067,3417180328
"119",2067,3859351625
"120",2067,3859040626
"121",2067,3858232627
"122",2067,3306054618
"123",2067,3417180326
"124",2067,3417180337
"125",2067,3417180336
"126",2067,3417180340
"127",2067,3417180339
"128",2067,3417180335
"129",2067,3417180315
"130",2067,3417180313
"131",2067,3417180305
"132",2067,3417180303
"133",2067,3417180309
"134",2067,3417180307
"135",2067,3743683866
"136",2067,3743683868
"137",2067,3743683870
"138",2067,2980994315
"139",2067,4046235951
"140",2067,3743683724
"141",2067,3743683861
